"title","url","description"
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"France to Scrap Law Banning Desk Lunches","https://www.nytimes.com/2021/02/07/world/europe/france-desk-lunch-covid.html","The coronavirus pandemic has already upended eating habits in a country where the table is a sacred space. Now it is taking its toll on a symbol of work-life balance."
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"U.S. COVID-19 cases and hospitalizations log biggest weekly drops since pandemic started - Reuters","https://www.reuters.com/article/us-health-coronavirus-usa-trends/u-s-covid-19-cases-and-hospitalizations-log-biggest-weekly-drops-since-pandemic-started-idUKKBN2A8286","U.S. COVID-19 cases and hospitalizations log biggest weekly drops since pandemic started&nbsp;&nbsp;Reuters"
"The Latest: Judge ends pandemic charge against hair stylists - The Associated Press","https://apnews.com/article/world-news-austria-coronavirus-pandemic-b4fb33d2ffda9238a0f04d27ed943edd","The Latest: Judge ends pandemic charge against hair stylists&nbsp;&nbsp;The Associated Press"
"Covid: How are European countries tackling the pandemic?","https://www.bbc.co.uk/news/explainers-53640249","What restrictions are being put in place in Europe to control the second wave of coronavirus?"
"Covid: 'Clean up' awarding of contracts, says Labour","https://www.bbc.co.uk/news/uk-politics-55973463","The party says the pandemic shows more transparency is needed for work given to private companies."
"HS2: Could the pandemic kill off the rail project?","https://www.bbc.co.uk/news/uk-politics-55862648","Covid-19 has intensified the debate among environmental groups about the benefits of the project."
"The Pandemic Super Bowl, Naturally, Was Rough To Watch - TIME","https://time.com/5937229/super-bowl-2021/","The Pandemic Super Bowl, Naturally, Was Rough To Watch&nbsp;&nbsp;TIME"
"The latest on the coronavirus pandemic and vaccines: Live updates - CNN","https://www.cnn.com/world/live-news/coronavirus-pandemic-vaccine-updates-02-08-21/h_413b0e3bc5c0e60e565154f051cca614","The latest on the coronavirus pandemic and vaccines: Live updates&nbsp;&nbsp;CNN"
"Movies of This Era Will Be as Unbalanced as the Pandemic Itself - WIRED","https://www.wired.com/story/sundance-malcolm-and-marie-pandemic-movies/","Movies of This Era Will Be as Unbalanced as the Pandemic Itself&nbsp;&nbsp;WIRED"
"Opinion: Data analysts are unsung heroes of the pandemic - The Independent","https://www.independent.co.uk/independentpremium/voices/data-analysts-ons-coronavirus-pandemic-b1799175.html","Opinion: Data analysts are unsung heroes of the pandemic&nbsp;&nbsp;The Independent"
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"France to Scrap Law Banning Desk Lunches","https://www.nytimes.com/2021/02/07/world/europe/france-desk-lunch-covid.html","The coronavirus pandemic has already upended eating habits in a country where the table is a sacred space. Now it is taking its toll on a symbol of work-life balance."
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"U.S. COVID-19 cases and hospitalizations log biggest weekly drops since pandemic started - Reuters","https://www.reuters.com/article/us-health-coronavirus-usa-trends/u-s-covid-19-cases-and-hospitalizations-log-biggest-weekly-drops-since-pandemic-started-idUKKBN2A8286","U.S. COVID-19 cases and hospitalizations log biggest weekly drops since pandemic started&nbsp;&nbsp;Reuters"
"The Latest: Judge ends pandemic charge against hair stylists - The Associated Press","https://apnews.com/article/world-news-austria-coronavirus-pandemic-b4fb33d2ffda9238a0f04d27ed943edd","The Latest: Judge ends pandemic charge against hair stylists&nbsp;&nbsp;The Associated Press"
"Covid: How are European countries tackling the pandemic?","https://www.bbc.co.uk/news/explainers-53640249","What restrictions are being put in place in Europe to control the second wave of coronavirus?"
"Covid: 'Clean up' awarding of contracts, says Labour","https://www.bbc.co.uk/news/uk-politics-55973463","The party says the pandemic shows more transparency is needed for work given to private companies."
"HS2: Could the pandemic kill off the rail project?","https://www.bbc.co.uk/news/uk-politics-55862648","Covid-19 has intensified the debate among environmental groups about the benefits of the project."
"The Pandemic Super Bowl, Naturally, Was Rough To Watch - TIME","https://time.com/5937229/super-bowl-2021/","The Pandemic Super Bowl, Naturally, Was Rough To Watch&nbsp;&nbsp;TIME"
"The coronavirus pandemic is still going strong. But there's hope on the horizon - CNN","https://www.cnn.com/2021/02/08/us/signs-hope-coronavirus-pandemic-wellness-trnd/index.html","The coronavirus pandemic is still going strong. But there's hope on the horizon&nbsp;&nbsp;CNN"
"Movies of This Era Will Be as Unbalanced as the Pandemic Itself - WIRED","https://www.wired.com/story/sundance-malcolm-and-marie-pandemic-movies/","Movies of This Era Will Be as Unbalanced as the Pandemic Itself&nbsp;&nbsp;WIRED"
"Opinion: Data analysts are unsung heroes of the pandemic - The Independent","https://www.independent.co.uk/independentpremium/voices/data-analysts-ons-coronavirus-pandemic-b1799175.html","Opinion: Data analysts are unsung heroes of the pandemic&nbsp;&nbsp;The Independent"
