"title","url","description"
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"AstraZeneca’s Vaccine Does Not Work Well Against Virus Variant in South Africa","https://www.nytimes.com/2021/02/07/world/africa/covid-vaccine-astrazeneca-south-africa.html","The bad news, coming nearly a week after a million doses of the AstraZeneca-Oxford vaccine arrived in South Africa, was a big setback for the country."
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"Facebook says it plans to remove posts with false vaccine claims.","https://www.nytimes.com/2021/02/08/technology/facebook-vaccine-misinformation.html","The move, which applies to anti-vaccine posts unrelated to Covid as well, targets unpaid posts to the site and particularly Facebook pages and groups."
"Mexico's vaccines plan raises fears migrants will miss out - Reuters","https://www.reuters.com/article/us-health-coronavirus-mexico-vaccine-trf/mexicos-vaccines-plan-raises-fears-migrants-will-miss-out-idUSKBN2A829N","Mexico's vaccines plan raises fears migrants will miss out&nbsp;&nbsp;Reuters"
"Vaccine effort for Black, Latino Missourians slow to begin - Associated Press","https://apnews.com/article/kansas-city-coronavirus-pandemic-michael-brown-6aa67da0688c6a1802a7ed33572325b9","Vaccine effort for Black, Latino Missourians slow to begin&nbsp;&nbsp;Associated Press"
"The Key to West Virginia’s Vaccine Success - The Atlantic","https://www.theatlantic.com/ideas/archive/2021/02/key-our-vaccine-hesitancy-story/617944/","The Key to West Virginia’s Vaccine Success&nbsp;&nbsp;The Atlantic"
"Will the vaccine protect me against variants? And other questions","https://www.bbc.co.uk/news/world-asia-china-51176409","We answer some of your questions about the new variants and other Covid-related issues."
"Covid: South Africa halts AstraZeneca vaccine rollout over new variant","https://www.bbc.co.uk/news/world-africa-55975052","A study of the vaccine's efficacy against the South Africa variant shows \"disappointing\" results."
"Covid: Minister rules out vaccine passports in UK","https://www.bbc.co.uk/news/55970801","The vaccine minister says people should ask their GP if they need proof of vaccination to go abroad."
"Covid-19: Cambridge vaccine aims to 'take care of' variants","https://www.bbc.co.uk/news/uk-england-cambridgeshire-55885243","\"It isn't the first... but it has a longer usability,\" says a scientist making a new Covid vaccine."
"Vaccine nationalism is worsening Covid-19 in Malawi - CNN","https://www.cnn.com/videos/world/2021/02/08/malawi-blantyre-coronavirus-vaccine-nationalism-covid-19-mckenzie-pkg-intl-hnk-vpx.cnn","Vaccine nationalism is worsening Covid-19 in Malawi&nbsp;&nbsp;CNN"
"Storm Darcy – live: Snow warnings issued as Beast from the East II closes vaccine centres - The Independent","https://www.independent.co.uk/weather/uk-weather-live-storm-darcy-snow-met-office-b1799040.html","Storm Darcy – live: Snow warnings issued as Beast from the East II closes vaccine centres&nbsp;&nbsp;The Independent"
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"AstraZeneca’s Vaccine Does Not Work Well Against Virus Variant in South Africa","https://www.nytimes.com/2021/02/07/world/africa/covid-vaccine-astrazeneca-south-africa.html","The bad news, coming nearly a week after a million doses of the AstraZeneca-Oxford vaccine arrived in South Africa, was a big setback for the country."
"Health Care Workers Hit Hard by the Coronavirus Pandemic","https://www.nytimes.com/2021/02/04/health/health-care-workers-burned-out-quitting.html","Vaccines may be on the way, but many on the front-lines are burned out. Has the government done enough to help alleviate their stress?"
"Facebook says it plans to remove posts with false vaccine claims.","https://www.nytimes.com/2021/02/08/technology/facebook-vaccine-misinformation.html","The move, which applies to anti-vaccine posts unrelated to Covid as well, targets unpaid posts to the site and particularly Facebook pages and groups."
"Mexico's vaccines plan raises fears migrants will miss out - Reuters","https://www.reuters.com/article/us-health-coronavirus-mexico-vaccine-trf/mexicos-vaccines-plan-raises-fears-migrants-will-miss-out-idUSKBN2A829N","Mexico's vaccines plan raises fears migrants will miss out&nbsp;&nbsp;Reuters"
"Vaccine effort for Black, Latino Missourians slow to begin - Associated Press","https://apnews.com/article/kansas-city-coronavirus-pandemic-michael-brown-6aa67da0688c6a1802a7ed33572325b9","Vaccine effort for Black, Latino Missourians slow to begin&nbsp;&nbsp;Associated Press"
